a= 0.0104927919702 b= 1.99933984948
a= 0.0104306356482 b= 0.998682304282
a= 0.0103273143727 b= 1.99802995942
a= 0.0101832359055 b= -0.00261461058785
a= 0.00999896885835 b= -0.0032488619241
a= 0.00977524044926 b= -0.0038702914866
a= 0.009512933632 b= -0.00447644677676
a= 0.00921308361175 b= -0.0050649355766
a= 0.00887687375953 b= -0.00563343538966
a= 0.00850563094204 b= -0.00617970260691
a= 0.00810082028508 b= -0.00670158136121
a= 0.00766403939136 b= -0.00719701203554
a= 0.00719701203554 b= -0.00766403939137
a= 0.00670158136121 b= -0.00810082028508
a= 0.00617970260691 b= -0.00850563094204
a= 0.00563343538966 b= -0.00887687375953
a= 0.0050649355766 b= -0.00921308361175
a= 0.00447644677676 b= -0.009512933632
a= 0.00387029148659 b= -0.00977524044926
a= 0.0032488619241 b= -0.00999896885835
a= 0.00261461058785 b= -0.0101832359055
a= 0.00197004057811 b= -0.0103273143727
a= 0.00131769571824 b= -0.0104306356482
a= 0.000660150515364 b= -0.0104927919702
a= -3.02882718906e-15 b= -0.0105135380359
a= -0.000660150515367 b= -0.0104927919702
a= -0.00131769571824 b= -0.0104306356482
a= -0.00197004057811 b= -0.0103273143727
a= -0.00261461058785 b= -0.0101832359054
